areasymbol,areaname,musym,natmusym,muname,map_order,mukey,dmu_nasis_group,coiid,compname,localphase,comppct_r,comp_acres,majcompflag,compkind,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,particle_size_class,diag_features,temp_regime,moisture_subclass,moisture_regime,MLRA_NASIS,ecosite_id,ecosite_name,rangeprod_l,rangeprod_r,rangeprod_h,oth_veg_class_type,oth_veg_class_id,oth_veg_class_name,coforprod_plantsyms,coeplants_plantsyms,cocanopy_plantsyms,map_l_in,map_r_in,map_h_in,maat_l_f,maat_r_f,maat_h_f,ffd_l,ffd_r,ffd_h,elev_l_ft,elev_r_ft,elev_h_ft,slope_l,slope_r,slope_h,aspect_rep,aspect_cw,aspect_ccw,landscape,landform,geomorph_comp,hillslope_profile,slope_shp_across_down,parent_material,restrict_kind,restrict_depth_l_in,restrict_depth_r_in,restrict_depth_h_in,soil_depth_l_in,soil_depth_r_in,soil_depth_h_in,o_horizon_depth_in,ksat_l_0_10_in,ksat_l_10_40_in,ksat_l_0_40_in,awc_l_0_10_in,awc_r_0_10_in,awc_h_0_10_in,awc_l_0_40_in,awc_r_0_40_in,awc_h_0_40_in,surf_texture,frags_r_2mm_3in_on_surf,frags_lo_2mm_3in_on_surf,frags_hi_2mm_3in_on_surf,frags_r_gt_3in_on_surf,frags_lo_gt_3in_on_surf,frags_hi_gt_3in_on_surf,surfhzn_frags_r_2mm-3in,surfhzn_frags_r_gt_3in,subsurf_frags_r_2mm-3in,subsurf_frags_lo_2mm-3in,subsurf_frags_hi_2mm-3in,subsurf_frags_r_gt_3in,subsurf_frags_lo_gt_3in,subsurf_frags_hi_gt_3in,albedo_dry_r,clay_r_surf_,clay_r_max_0_20in,surf_structure,pH_l_0_10in,pH_h_0_10in,pH_l_10_40in,pH_h_10_40in,CaCO3_l_0_10in,CaCO3_h_0_10in,CaCO3_l_10_40in,CaCO3_h_10_40in,SAR_l_0_10in,SAR_h_0_10in,SAR_l_10_40in,SAR_h_10_40in,EC_l_0_10in,EC_h_0_10in,EC_l_10_40in,EC_h_10_40in,water_table_l_in,water_table_h_in,water_table_months,drainage_class,flood_freq,flood_dur,pond_freq,pond_dur,pond_depth_h,pond_depth_l,pond_depth_rv
CA792,"Sequoia and Kings Canyon National Parks, California",1151,2w86f,"Polemonium very gravelly coarse sand, 10 to 30 percent slopes",order 3,2924684,2-SON SEKI,2405954,Forgotten,seep,1,48,no,series,Inceptisols,Cryepts,Humicryepts,Oxyaquic Humicryepts,sandy-skeletal,umbric epipedon(0-9),Cryic,Oxyaquic,Xeric,22A,R022AX009CA,Subalpine Discharge Slopes,,,,,,,,,,25,34,57,28,30,36,40,50,70,10550,12480,14470,10,16,20,183,360,0,mountains,drainageways on plateaus,mountaintop,backslope,concave/concave,slope alluvium derived from granite,,,,,,59,,0,high,high,high,0.3,1,1.3,0.6,1.9,2.8,PT-LFS,3,1,14,6,2,43,0,0,26,15,34,14,14,37,0.16,2,5,structureless massive structure,4.8,6.2,5.1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,14,39,"January, February, March, April, May, June, July, August, September, October, November, December",moderately well,rare,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1201,2tbfc,"Rock outcrop, metamorphic crags-Typic Cryorthents, metamorphic complex, 30 to 90 percent slopes",order 4,2766853,2-SON SEKI,2405841,Rock outcrop,metamorphic crags,50,2481,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,40,48,58,28,32,36,40,55,70,9480,11350,13250,30,75,100,246,360,0,mountains,"cirque headwalls, ridges",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1201,2tbfc,"Rock outcrop, metamorphic crags-Typic Cryorthents, metamorphic complex, 30 to 90 percent slopes",order 4,2766853,2-SON SEKI,2776002,Typic Cryorthents,metamorphic,45,2232,yes,family,Entisols,Orthents,Cryorthents,Typic Cryorthents,fragmental,,Cryic,Typic,Xeric,22A,R022AA010CA,Alpine Talus,,,,,,,,,,40,48,58,28,32,36,40,55,70,9480,11460,13250,30,65,90,135,360,0,mountains,talus slopes on mountain slopes,upper third of mountainflank,"backslope, footslope","linear/linear, linear/convex",talus derived from metamorphic rock,,,,,,59,,0,very high,very high,very high,0,0,0.1,0,0,0.4,CB,5,6,19,85,22,100,10,80,11,24,12,30,59,88,0.3,0,0,structureless single grain structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1201,2tbfc,"Rock outcrop, metamorphic crags-Typic Cryorthents, metamorphic complex, 30 to 90 percent slopes",order 4,2766853,2-SON SEKI,2776001,McDermand,cool,5,248,no,taxadjunct,Inceptisols,Cryepts,Humicryepts,Vitrixerandic Humicryepts,sandy,"umbric epipedon(0-10), lithic contact(30-79)",Cryic,Typic,Xeric,22A,R022AA104CA,Loamy Skeletal Moist Swales,,,,,,,,,,40,48,58,28,32,36,40,55,70,9480,11480,13250,15,27,45,170,360,0,mountains,drainageways on mountain slopes,mountainbase,footslope,concave/concave,colluvium and/or slope alluvium over residuum weathered from metamorphic rock,Lithic bedrock,20,30,39,,30,,0,high,high,high,0.3,0.6,1.1,0.7,1,2.1,LFS,0,1,14,40,5,100,6,3,1,1,3,6,6,62,0.09,2,5,weak fine granular structure,4.5,6,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,12,39,"May, June, July",moderately well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1202,2t8z0,"Rock outcrop, metamorphic crags, 30 to 100 percent slopes",order 4,2777249,2-SON SEKI,2405834,Rock outcrop,metamorphic crags,90,4675,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,38,46,53,28,32,37,40,55,80,9120,11880,13600,30,90,100,342,360,0,mountains,"cirque headwalls, ridges",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1202,2t8z0,"Rock outcrop, metamorphic crags, 30 to 100 percent slopes",order 4,2777249,2-SON SEKI,2776003,Typic Cryorthents,metamorphic,10,519,no,family,Entisols,Orthents,Cryorthents,Typic Cryorthents,fragmental,,Cryic,Typic,Xeric,22A,R022AA010CA,Alpine Talus,,,,,,,,,,38,46,53,28,32,37,40,55,80,9120,11460,13600,30,65,90,135,360,0,mountains,talus slopes on mountain slopes,upper third of mountainflank,"backslope, footslope","linear/linear, linear/convex",talus derived from metamorphic rock,,,,,,59,,0,very high,very high,very high,0,0,0.1,0,0,0.4,CB,5,6,19,85,22,100,10,80,11,24,12,30,59,88,0.3,0,0,structureless single grain structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1203,2w869,"Typic Cryorthents, metamorphic, 30 to 90 percent slopes",order 4,2924631,2-SON SEKI,2776004,Typic Cryorthents,metamorphic,90,3376,yes,family,Entisols,Orthents,Cryorthents,Typic Cryorthents,fragmental,,Cryic,Typic,Xeric,22A,R022AA010CA,Alpine Talus,,,,,,,,,,39,46,57,28,32,36,40,50,75,9220,11460,13570,30,65,90,135,360,0,mountains,talus slopes on mountain slopes,upper third of mountainflank,"backslope, footslope","linear/linear, linear/convex",talus derived from metamorphic rock,,,,,,59,,0,very high,very high,very high,0,0,0.1,0,0,0.4,CB,5,6,19,85,22,100,10,80,11,24,12,30,59,88,0.3,0,0,structureless single grain structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1203,2w869,"Typic Cryorthents, metamorphic, 30 to 90 percent slopes",order 4,2924631,2-SON SEKI,2405843,Rock outcrop,metamorphic crags,10,375,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,39,46,57,28,32,36,40,50,75,9220,10890,13570,30,75,100,180,360,0,mountains,"cirque headwalls, ridges",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1215,2w86m,"Rock outcrop, metamorphic-Benchlake family-Typic Cryorthents, metamorphic complex, 10 to 120 percent slopes",order 3,2924691,2-SON SEKI,2405908,Rock outcrop,metamorphic,54,1837,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,41,48,58,28,30,34,40,50,70,9970,11890,13040,15,35,120,180,360,0,mountains,structural benches on cirques,,,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1215,2w86m,"Rock outcrop, metamorphic-Benchlake family-Typic Cryorthents, metamorphic complex, 10 to 120 percent slopes",order 3,2924691,2-SON SEKI,2405909,Typic Cryorthents,metamorphic,15,510,yes,family,Entisols,Orthents,Cryorthents,Typic Cryorthents,fragmental,,Cryic,Typic,Xeric,22A,R022AA010CA,Alpine Talus,,,,,,,,,,41,48,58,28,30,34,40,50,70,9970,11460,13040,30,65,75,135,360,0,mountains,talus slopes on cirques,mountainflank,"backslope, footslope","linear/linear, convex/linear",colluvium derived from metamorphic rock,,,,,,59,,0,very high,very high,very high,0,0,0.1,0,0,0.4,CB,5,6,19,85,22,100,10,80,11,24,12,30,59,88,0.3,0,0,structureless single grain structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1215,2w86m,"Rock outcrop, metamorphic-Benchlake family-Typic Cryorthents, metamorphic complex, 10 to 120 percent slopes",order 3,2924691,2-SON SEKI,2405917,Benchlake family,,15,510,yes,family,Entisols,Orthents,Cryorthents,Lithic Cryorthents,sandy-skeletal,"ochric epipedon(0-7), lithic contact(11-79)",Cryic,Typic,Xeric,22A,R022AA102CA,Alpine Bedrock Benches,,,,,,,,,,41,48,58,28,30,34,40,50,70,9970,11500,13040,10,30,45,120,360,0,mountains,structural benches on cirques,lower third of mountainflank,backslope,concave/linear,colluvium over residuum weathered from metamorphic rock,Lithic bedrock,4,11,20,,11,,0,high,high,high,0.1,0.3,0.9,0.1,0.3,1,GRX-S,20,2,48,45,6,100,45,15,36,19,51,7,6,34,0.23,2,3,weak fine granular structure,4.5,6,5.1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1215,2w86m,"Rock outcrop, metamorphic-Benchlake family-Typic Cryorthents, metamorphic complex, 10 to 120 percent slopes",order 3,2924691,2-SON SEKI,2775984,McDermand,cool,10,340,no,taxadjunct,Inceptisols,Cryepts,Humicryepts,Vitrixerandic Humicryepts,sandy,"umbric epipedon(0-10), lithic contact(30-79)",Cryic,Typic,Xeric,22A,R022AA104CA,Loamy Skeletal Moist Swales,,,,,,,,,,41,48,58,28,30,34,40,50,70,9970,11480,13040,15,27,45,170,360,0,mountains,drainageways on cirques,mountainbase,footslope,concave/concave,colluvium and/or slope alluvium over residuum weathered from metamorphic rock,Lithic bedrock,20,30,39,,30,,0,high,high,high,0.3,0.6,1.1,0.7,1,2.1,LFS,0,1,14,40,5,100,6,3,1,1,3,6,6,62,0.09,2,5,weak fine granular structure,4.5,6,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,12,39,"May, June, July",moderately well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1215,2w86m,"Rock outcrop, metamorphic-Benchlake family-Typic Cryorthents, metamorphic complex, 10 to 120 percent slopes",order 3,2924691,2-SON SEKI,2776008,Forgotten,,5,170,no,taxadjunct,Inceptisols,Cryepts,Humicryepts,Oxyaquic Humicryepts,loamy-skeletal,"umbric epipedon(3-10), cambic horizon(10-29)",Cryic,Oxyaquic,Xeric,22A,R022AX006CA,"High Gradient, Glacially Scoured Headwater Riverine",,,,,,,,,,41,48,58,28,30,34,40,50,70,9970,11290,13040,2,11,15,175,360,0,mountains,"drainageways on cirques, flood-plain steps on cirques",mountainbase,footslope,concave/concave,alluvium and/or slope alluvium derived from metamorphic rock,,,,,,59,,3,moderately high,moderately high,moderately high,0.3,0.7,1.5,0.9,1.9,5.1,CBV-LVFS,2,1,14,11,2,43,0,8,38,19,41,12,12,30,0.09,3,15,weak very fine subangular blocky structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,14,39,"January, February, March, April, May, June, July, August, September, October, November, December",moderately well,occasional,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1215,2w86m,"Rock outcrop, metamorphic-Benchlake family-Typic Cryorthents, metamorphic complex, 10 to 120 percent slopes",order 3,2924691,2-SON SEKI,2405916,Water,,1,34,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,,,,,,,,,,9970,11890,13040,1,5,10,180,360,0,mountains,streams,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1237,2w870,"Rock outcrop, metamorphic-Typic Cryorthents, metamorphic-Benchlake family complex, 10 to 100 percent slopes",order 3,2924864,2-SON SEKI,2588449,Rock outcrop,metamorphic,40,842,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,35,47,54,30,32,36,45,60,80,9810,11400,12650,30,60,100,180,360,0,mountains,cliffs,,,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1237,2w870,"Rock outcrop, metamorphic-Typic Cryorthents, metamorphic-Benchlake family complex, 10 to 100 percent slopes",order 3,2924864,2-SON SEKI,2588448,Typic Cryorthents,metamorphic,25,527,yes,family,Entisols,Orthents,Cryorthents,Typic Cryorthents,fragmental,,Cryic,Typic,Xeric,22A,R022AA010CA,Alpine Talus,,,,,,,,,,35,47,54,30,32,36,45,60,80,9810,11460,12650,30,65,90,135,360,0,mountains,talus slopes on mountain slopes,mountainflank,backslope,linear/linear,colluvium derived from metamorphic rock,,,,,,59,,0,very high,very high,very high,0,0,0.1,0,0,0.4,CB,5,6,19,85,22,100,10,80,11,24,12,30,59,88,0.3,0,0,structureless single grain structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1237,2w870,"Rock outcrop, metamorphic-Typic Cryorthents, metamorphic-Benchlake family complex, 10 to 100 percent slopes",order 3,2924864,2-SON SEKI,2775986,Benchlake family,,15,316,yes,family,Entisols,Orthents,Cryorthents,Lithic Cryorthents,sandy-skeletal,"ochric epipedon(0-7), lithic contact(11-79)",Cryic,Typic,Xeric,22A,R022AA102CA,Alpine Bedrock Benches,,,,,,,,,,35,47,54,30,32,36,45,60,80,9810,11500,12650,10,30,45,120,360,0,mountains,structural benches on mountain slopes,lower third of mountainflank,backslope,concave/linear,colluvium over residuum weathered from metamorphic rock,Lithic bedrock,4,11,20,,11,,0,high,high,high,0.1,0.3,0.9,0.1,0.3,1,GRX-S,20,2,48,45,6,100,45,15,36,19,51,7,6,34,0.23,2,3,weak fine granular structure,4.5,6,5.1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1237,2w870,"Rock outcrop, metamorphic-Typic Cryorthents, metamorphic-Benchlake family complex, 10 to 100 percent slopes",order 3,2924864,2-SON SEKI,2775988,Canisrocks,cool,10,211,no,series,Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,ochric epipedon(0-7),Cryic,Typic,Xeric,22A,R022AA107CA,Alpine Mountain Shoulder,,,,,,,,,,35,47,54,30,32,36,45,60,80,9810,11960,12650,15,63,75,140,360,0,mountains,talus slopes on mountain slopes,center third of mountainflank,backslope,linear/linear,colluvium derived from metamorphic rock,,,,,,59,,0,high,high,high,0.1,0.3,0.5,0.4,0.7,2,CBV-LS,5,4,76,93,9,100,26,20,30,14,35,22,20,53,0.16,4,4,weak very fine granular structure,4.5,6.1,4.5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1237,2w870,"Rock outcrop, metamorphic-Typic Cryorthents, metamorphic-Benchlake family complex, 10 to 100 percent slopes",order 3,2924864,2-SON SEKI,2775989,McDermand,cool,5,105,no,taxadjunct,Inceptisols,Cryepts,Humicryepts,Vitrixerandic Humicryepts,sandy,"umbric epipedon(0-10), lithic contact(30-79)",Cryic,Typic,Xeric,22A,R022AA104CA,Loamy Skeletal Moist Swales,,,,,,,,,,35,47,54,30,32,36,45,60,80,9810,11480,12650,15,27,45,170,360,0,mountains,drainageways on mountain slopes,mountainbase,footslope,concave/concave,colluvium and/or slope alluvium over residuum weathered from metamorphic rock,Lithic bedrock,20,30,39,,30,,0,high,high,high,0.3,0.6,1.1,0.7,1,2.1,LFS,0,1,14,40,5,100,6,3,1,1,3,6,6,62,0.09,2,5,weak fine granular structure,4.5,6,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,12,39,"May, June, July",moderately well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",1237,2w870,"Rock outcrop, metamorphic-Typic Cryorthents, metamorphic-Benchlake family complex, 10 to 100 percent slopes",order 3,2924864,2-SON SEKI,2588450,Forgotten,steep,5,105,no,taxadjunct,Inceptisols,Cryepts,Humicryepts,Oxyaquic Humicryepts,loamy-skeletal,"umbric epipedon(3-10), cambic horizon(10-29)",Cryic,Oxyaquic,Xeric,22A,R022AX002CA,Cryic moist talus slopes,,,,,,,,,,35,47,54,30,32,36,45,60,80,9810,11290,12650,15,55,60,135,360,0,mountains,high gradient drainageways on mountain slopes,lower third of mountainflank,backslope,concave/concave,colluvium and/or slope alluvium derived from metamorphic rock,,,,,,59,,3,moderately high,moderately high,moderately high,0.3,0.7,1.5,0.9,1.9,5.1,CBV-LVFS,2,1,14,18,2,43,0,8,38,19,41,12,12,30,0.09,3,15,weak very fine subangular blocky structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,14,39,"January, February, March, April, May, June, July, August, September, October, November, December",moderately well,rare,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2110,2twpr,"Rock outcrop, granitic-Benchlake, moist-Langille complex, 2 to 45 percent slopes",order 3,2766854,2-SON SEKI,2292964,Rock outcrop,granitic,35,20651,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,28,40,57,32,36,39,55,70,90,8370,10700,12530,2,20,45,317,360,0,mountains,structural benches on cirques,,,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2110,2twpr,"Rock outcrop, granitic-Benchlake, moist-Langille complex, 2 to 45 percent slopes",order 3,2766854,2-SON SEKI,2669142,Benchlake,moist,15,8851,yes,series,Entisols,Orthents,Cryorthents,Lithic Cryorthents,sandy-skeletal,"ochric epipedon(0-7), lithic contact(10-79)",Cryic,Typic,Xeric,22A,R022AB001CA,Shallow Dry Bedrock Pockets,,,,,,,,,,28,40,57,32,36,39,55,70,90,8370,10100,12530,15,16,45,90,360,0,mountains,structural benches on cirque platforms,mountainbase,"backslope, footslope",linear/concave,colluvium over residuum weathered from granite,Lithic bedrock,10,10,20,,10,,0,high,high,high,0.1,0.4,0.8,0.1,0.4,0.8,CBV-LS,15,7,43,20,7,62,25,20,33,14,45,15,11,32,0.04,6,6,"weak medium granular structure, and weak fine granular structure",4.5,6,,,0,0,,,0,0,,,0,0,,,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2110,2twpr,"Rock outcrop, granitic-Benchlake, moist-Langille complex, 2 to 45 percent slopes",order 3,2766854,2-SON SEKI,2405853,Langille,,15,8851,yes,series,Inceptisols,Cryepts,Dystrocryepts,Vitrixerandic Dystrocryepts,loamy-skeletal,"ochric epipedon(0-7), cambic horizon(7-24), lithic contact(24-79)",Cryic,Typic,Xeric,22A,R022AB009CA,Subalpine Moderately Deep Loamy-Skeletal Slopes,,,,,,,,,,28,40,57,32,36,39,55,70,90,8370,10930,12530,2,4,45,200,360,0,mountains,structural benches on cirque platforms,"mountainbase, mountaintop","backslope, shoulder, summit",convex/convex,colluvium and/or till over residuum weathered from granite,Lithic bedrock,20,24,39,,24,,0,high,high,high,0.2,0.5,1.2,0.5,1.5,2.5,CNX-LS,23,2,48,18,4,66,60,2,20,16,32,8,9,35,0.16,3,7,moderate very fine granular structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2110,2twpr,"Rock outcrop, granitic-Benchlake, moist-Langille complex, 2 to 45 percent slopes",order 3,2766854,2-SON SEKI,2775969,Langille,moist,10,5900,no,series,Inceptisols,Cryepts,Dystrocryepts,Vitrixerandic Dystrocryepts,loamy-skeletal,"ochric epipedon(0-7), cambic horizon(5-22), lithic contact(22-79)",Cryic,Typic,Xeric,22A,F022AB113CA,Southern Gravelly Loamy Slopes,,,,,,,,,,28,40,57,32,36,39,55,70,90,8370,10830,12530,15,33,60,240,360,0,mountains,mountain slopes on cirque platforms,"lower third of mountainflank, mountaintop","backslope, shoulder, summit","linear/linear, convex/convex",colluvium and/or residuum weathered from granite,Lithic bedrock,20,22,39,,22,,2,high,high,high,0.5,0.7,1.2,1.1,1.6,2.6,GR-SL,5,0,5,25,4,66,10,0,29,18,37,3,7,22,0.02,5,15,weak very fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2110,2twpr,"Rock outcrop, granitic-Benchlake, moist-Langille complex, 2 to 45 percent slopes",order 3,2766854,2-SON SEKI,2292967,McDermand,,7,4130,no,series,Entisols,Orthents,Cryorthents,Vitrandic Cryorthents,sandy-skeletal,"umbric epipedon(0-10), lithic contact(20-79)",Cryic,Oxyaquic,Xeric,22A,R022AX008CA,Moist Bedrock Pockets,,,,,,,,,,28,40,57,32,36,39,55,70,90,8370,11000,12530,8,20,30,200,360,0,mountains,swales on structural benches on cirques,mountainbase,"backslope, footslope",concave/linear,colluvium and/or slope alluvium over residuum weathered from granite,Lithic bedrock,20,20,59,,20,,0,high,high,high,0.2,0.7,1.4,0.3,0.9,2.1,MK-FSL,5,0,10,20,2,43,5,0,17,18,31,4,7,21,0.16,8,8,moderate very fine granular structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,12,47,"May, June",moderately well,occasional,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2110,2twpr,"Rock outcrop, granitic-Benchlake, moist-Langille complex, 2 to 45 percent slopes",order 3,2766854,2-SON SEKI,2669144,Isosceles,,5,2950,no,series,Inceptisols,Cryepts,Humicryepts,Lithic Humicryepts,loamy,"umbric epipedon(0-9), cambic horizon(9-17), lithic contact(17-79)",Cryic,Typic,Xeric,22A,R022AB006CA,Bedrock Fissures,,,,,,,,,,28,40,57,32,36,39,55,70,90,8370,11050,12530,15,29,45,65,360,0,mountains,structural benches on cirques,mountainbase,"backslope, footslope",concave/concave,residuum weathered from granite,Lithic bedrock,4,17,20,,17,,0,high,high,high,0.5,1.1,1.7,1.1,1.9,2.9,LFS,10,2,48,7,2,38,5,1,10,0,23,2,0,12,0.16,4,14,weak fine granular structure,4.5,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2110,2twpr,"Rock outcrop, granitic-Benchlake, moist-Langille complex, 2 to 45 percent slopes",order 3,2766854,2-SON SEKI,2292966,McGee,,5,2950,no,series,Inceptisols,Cryepts,Dystrocryepts,Vitrixerandic Dystrocryepts,loamy-skeletal,"ochric epipedon(0-7), albic horizon(6-12), cambic horizon(12-31), redox concentrations(22-31), reduced matrix(31-59), densic materials(31-59), densic contact(31-59)",Cryic,Oxyaquic,Xeric,22A,F022AB108CA,Very Deep Skeletal Concave North Slopes,,,,,,,,,"PIAL, PICOM",28,40,57,32,36,39,55,70,90,8370,10440,12530,10,27,30,46,360,0,mountains,moraines on cirques,mountainbase,"backslope, footslope",concave/concave,till derived from granite,Densic material,20,31,39,,59,,6,high,moderately high,moderately high,0.4,0.7,1,1.8,3.6,4.7,STV-LS,0,0,10,7,2,33,0,5,15,18,34,6,7,28,0.11,2,15,weak fine subangular blocky structure,4.5,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,10,30,"May, June, July",moderately well,none,,frequent,brief,4,0,2
CA792,"Sequoia and Kings Canyon National Parks, California",2110,2twpr,"Rock outcrop, granitic-Benchlake, moist-Langille complex, 2 to 45 percent slopes",order 3,2766854,2-SON SEKI,2292963,Typic Cryorthents,warm,4,2360,no,family,Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,ochric epipedon(0-7),Cryic,Typic,Xeric,22A,R022AB010CA,Subalpine Sandy Talus,,,,,,,,,,28,40,57,32,36,39,55,70,90,8370,10480,12530,15,47,60,300,360,0,mountains,talus slopes on cirques,mountainbase,"backslope, footslope",convex/convex,talus derived from granite,,,,,,59,,0,high,high,high,0.1,0.1,0.5,0.4,0.4,2,STX-LS,5,2,43,65,42,100,5,80,36,15,38,21,19,47,0.3,0,0,structureless massive structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2110,2twpr,"Rock outcrop, granitic-Benchlake, moist-Langille complex, 2 to 45 percent slopes",order 3,2766854,2-SON SEKI,2775963,Forgotten,steep,3,1770,no,series,Inceptisols,Cryepts,Humicryepts,Oxyaquic Humicryepts,sandy-skeletal,"ochric epipedon(0-7), redox concentrations(22-59)",Cryic,Oxyaquic,Xeric,22A,R022AX002CA,Cryic moist talus slopes,,,,,,,,,,28,40,57,32,36,39,55,70,90,8370,9520,12530,15,34,35,115,360,0,mountains,"drainageways on talus slopes, drainageways on cirque platforms",mountainbase,"backslope, toeslope",concave/linear,colluvium and/or slope alluvium derived from granite,,,,,,59,,1,high,high,high,0.5,0.6,1.9,0.9,1.3,4.3,GRX-COS,2,0,10,18,2,33,20,0,21,18,40,4,7,30,0.09,15,15,structureless single grain structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,20,39,"January, February, March, April, May, June, July, August, September, October, November, December",moderately well,frequent,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",2110,2twpr,"Rock outcrop, granitic-Benchlake, moist-Langille complex, 2 to 45 percent slopes",order 3,2766854,2-SON SEKI,2292962,Water,,1,590,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,28,40,57,32,36,39,55,70,90,8370,10700,12530,0,1,5,,,,mountains,streams,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
